Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60003753,8/15/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,4/14/2017,1862177,PRODUCTION ADMIN,PR,unknown,,
60003765,8/18/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/20/2017,161158,Fin. Ably MK25E MOD7,OP,unknown,,Temporary / Contingent
60003769,8/22/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,6/9/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,
60003772,8/22/2016,30 Termination,D.-Merc-Inc.,US-MI-Dearborn-Merc-CAS,1/25/2017,T5 End of intership,1/23/2017,205-I677,BU IC1 Sales Ford,,Female,11/4/1994,Intern/Student Program - Non Technical
60003790,8/22/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,5/22/2017,V3 Accepted other employment,5/17/2017,12730,MV Gen Maint,,Male,1/14/1994,Electrician MVN-132
60003792,1/9/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/24/2017,V5 Job abandonment,8/22/2017,12030,MV Mixing,,Male,3/20/1995,Mixer Machine Operator MVN-217
60003793,8/24/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,1/3/2017,12030,MV Mixing,PR,Male,3/3/1986,Mixer Machine Operator MVN-209
60003797,8/22/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,6/5/2017,V3 Accepted other employment,6/4/2017,12170,MV Tire Assembly PLT,,Male,3/15/1989,Tire Builder Operator MVN-222
60003802,8/22/2016,30 Termination,"SC, Fort Mill",US-All-Best Drive,4/13/2017,T4 Higher pay same respons.,4/27/2017,999HR,HR Dummy-CoCd515 Emp,,Male,7/25/1991,Retail Accts payable/receivable clerk
60003815,8/25/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,9/5/2017,I2 Disciplinary action,8/21/2017,214-K058,GHPP,,Female,9/13/1973,Production Associate
60003826,8/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,6/8/2017,12240,MV Pass/LT Curing,PR,Male,8/20/1986,Press Operator MVN-112
60003836,8/26/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,7/16/2017,161152,Prod. Wash MOR,OP,unknown,,
60003837,8/24/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,1/3/2017,161157,Fin. Ably MK25E MOD6,PR,unknown,,Temporary / Contingent
60003844,8/29/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,4/17/2017,10075,Mold Services Labor,PR,Male,2/6/1989,Repair Worker  MVN-002
60003856,8/22/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,3/31/2017,1862177,PRODUCTION ADMIN,PR,unknown,,Temporary / Contingent
60003860,8/22/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,3/5/2017,1862177,PRODUCTION ADMIN,GA,unknown,,Temporary / Contingent
60003861,1/3/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,4/11/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60003867,9/12/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,4/3/2017,T2 Family issues,3/22/2017,1862177,PRODUCTION ADMIN,,Male,10/1/1992,Machine Operator
60003879,8/30/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/2/2017,161158,Fin. Ably MK25E MOD7,OP,unknown,,Temporary / Contingent
60003883,8/23/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/23/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60003885,1/17/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/3/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60003887,8/23/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,6/12/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60003892,1/3/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/11/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60003894,8/23/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,6/7/2017,54-4362,COM Recv / Frt / Dut,GA,unknown,,Temporary / Contingent
60003898,8/5/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,5/26/2017,2301202030,Ext Mat Prep Labor A,GA,Female,1/1/1990,Temporary / Contingent
60003911,2/13/2017,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,10/4/2017,I2 Disciplinary action,9/24/2017,1862177,PRODUCTION ADMIN,,Male,9/16/1983,Plating Operator
60003914,8/30/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,1/26/2017,161164,MK25e Valves - EUV,PR,unknown,,Temporary / Contingent
60003916,9/1/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,8/28/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60003921,9/6/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,7/24/2017,T5 End of intership,7/21/2017,214-251,Quality &Reliability,,Female,1/2/1996,Intern/Student Program - Technical
60003925,9/7/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,7/25/2017,12250,MV Pass/LT F.F.,PR,Male,8/2/1993,Final Finish Machine Operator MVN-109
60003929,9/6/2016,30 Termination,Chatham,CA-ON-Chatham-C Automotive,8/2/2017,V3 Accepted other employment,3/24/2017,101-2779,P S&A  Model Shop,,Male,5/14/1992,Elec/Electronic Techn.
60003933,9/6/2016,30 Termination,Chatham,CA-ON-Chatham-C Automotive,8/2/2017,VE End of assignment,4/28/2017,101-2785,P S&A Actuators R&D,,Male,6/24/1996,Intern/Student Program - Technical
60003936,9/6/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,3/17/2017,161162,MK25e Valves - SG,OP,unknown,,
60003937,1/20/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,7/18/2017,161159,Fin. Ably MK100 MOD9,,unknown,,
60003938,9/7/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,1/11/2017,161159,Fin. Ably MK100 MOD9,PR,unknown,,Temporary / Contingent
60003940,9/8/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,3/27/2017,V0 Resignation unknown/Other,3/20/2017,214-K063,GHPP Components,,Female,5/12/1994,Production Associate
60003941,9/8/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,7/10/2017,V3 Accepted other employment,6/29/2017,214-K063,GHPP Components,,Male,4/26/1990,Production Associate
60003947,6/26/2017,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,8/31/2017,V5 Job abandonment,8/30/2017,2301203030,BM Machine&Proctect,,Male,6/11/1985,Operator SOM-002
60003950,9/8/2016,32 Termination external,Culpeper,US-VA-Culpeper-CAS Inc.,,V0 Resignation unknown/Other,10/14/2017,163144,MKxxE Machining,GA,unknown,1/1/1990,Temporary / Contingent
60003958,8/30/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/18/2017,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60003959,4/11/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/25/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60003960,8/30/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,5/11/2017,54-1202,Prodn Line Cost Coll,QM,unknown,,Temporary / Contingent
60003963,4/10/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,5/24/2017,V0 Resignation unknown/Other,5/21/2017,54-4362,COM Recv / Frt / Dut,,Male,7/13/1989,Material Handler I
60003967,9/8/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/30/2017,161157,Fin. Ably MK25E MOD6,OP,unknown,,Temporary / Contingent
60003969,9/12/2016,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,9/15/2017,T5 End of intership,9/13/2017,1764463,CES Interior,,Male,5/27/1995,Intern/Student Program - Technical
60003971,9/13/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,3/2/2017,161157,Fin. Ably MK25E MOD6,PR,unknown,,Temporary / Contingent
60003972,9/13/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/18/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60003973,9/12/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/17/2017,161150,Bracketing,PR,unknown,,Temporary / Contingent
60003974,9/12/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/26/2017,161150,Bracketing,OP,unknown,,Temporary / Contingent
60003975,9/15/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,3/13/2017,2301202050,Ext Asse. Labor AIS,PR,Male,1/1/1980,Temporary / Contingent
60003977,10/24/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,6/20/2017,12530,MV Receiving,,Female,7/20/1992,
60003978,9/12/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,9/10/2017,12650,MV QA Lab,QM,Male,10/27/1971,
60003983,7/31/2017,32 Termination external,Halstead,US-KS-Halstead-CT Legg,,V0 Resignation unknown/Other,9/6/2017,11000,General production,,Male,9/20/1992,Temporary / Contingent
60003997,10/10/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,6/28/2017,T0 Need for childcare,6/23/2017,1862177,PRODUCTION ADMIN,,Male,5/14/1989,Machine Setter
60003998,11/28/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,1/10/2017,1862177,PRODUCTION ADMIN,,unknown,,
60003999,9/12/2016,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,9/11/2017,T5 End of intership,9/8/2017,2264101,ADAS Administration,,Male,7/27/1995,Intern/Student Program - Non Technical
60004007,9/13/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/22/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,
60004011,9/12/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,7/10/2017,1862078,OCCUPANCY,GA,unknown,,Temporary / Contingent
60004015,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,OP,unknown,,Temporary / Contingent
60004016,9/19/2016,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,7/24/2017,T5 End of intership,3/10/2017,205-J091,P S&A FQ C T RnD,GA,Male,5/27/1996,Intern/Student Program - Technical
60004017,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004019,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/9/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004023,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/25/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004025,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/17/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004028,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004030,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,9/5/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004031,9/14/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2/6/2017,161159,Fin. Ably MK100 MOD9,PR,unknown,,Temporary / Contingent
60004034,9/6/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/18/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004047,9/14/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,3/19/2017,12250,MV Pass/LT F.F.,PR,Female,3/13/1969,Rework/Repair Operator Final Finish MVN-
60004050,9/14/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,1/31/2017,12570,MV Shipping and Whse,PR,Male,3/17/1956,Material Handler
60004054,9/19/2016,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,8/21/2017,T5 End of intership,8/18/2017,164351,Quality,,Female,12/20/1993,Intern/Student Program - Technical
60004055,9/12/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,1/25/2017,V3 Accepted other employment,1/18/2017,22070,MV CF Pass Curing,,Male,4/26/1967,Set Up Technician III
60004063,9/15/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,1/23/2017,761175,EAS Production,PR,unknown,,
60004067,9/16/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,4/7/2017,2301203050,EBA2 Crush ring ass.,OS,unknown,1/1/1970,Temporary / Contingent
60004070,9/14/2016,30 Termination,Halstead,US-KS-Halstead-CT Legg,1/6/2017,V3 Accepted other employment,1/6/2017,11000,General production,,Male,6/10/1997,Press Operator HAL-002
60004074,11/14/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/27/2017,I2 Disciplinary action,9/26/2017,12270,MV Truck F.F.,,Female,4/10/1977,Inspector II
60004079,2/15/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,VE End of assignment,2/22/2017,12140,MV Pass/LT Bead Assm,,Male,5/20/1953,
60004081,9/16/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/16/2017,761175,EAS Production,PR,unknown,,Temporary / Contingent
60004086,1/9/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,6/25/2017,12250,MV Pass/LT F.F.,,Male,11/8/1985,Rework/Repair Operator Final Finish MVN-
60004087,3/15/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,4/3/2017,12570,MV Shipping and Whse,,Male,12/4/1969,
60004089,9/19/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,4/5/2017,12250,MV Pass/LT F.F.,PR,Male,4/24/1963,Rework/Repair Operator Final Finish MVN-
60004091,9/19/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,7/2/2017,12250,MV Pass/LT F.F.,PR,Male,8/26/1994,Rework/Repair Operator Final Finish MVN-
60004101,9/19/2016,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,6/19/2017,V3 Accepted other employment,6/16/2017,2264333,ADAS Test & Validati,,Male,8/31/1989,Test Engineer
60004110,11/7/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,10/2/2017,V0 Resignation unknown/Other,9/8/2017,1862177,PRODUCTION ADMIN,,Female,4/16/1996,Machine Operator
60004117,9/19/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/23/2017,161157,Fin. Ably MK25E MOD6,OP,unknown,,Temporary / Contingent
60004121,9/21/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,2/12/2017,12250,MV Pass/LT F.F.,PR,Male,12/7/1985,Rework/Repair Operator Final Finish MVN-
60004125,9/19/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,6/30/2017,V9 Job dissatisfaction,6/29/2017,1862177,PRODUCTION ADMIN,,Male,4/21/1969,Machinist Technician II
60004127,9/19/2016,32 Termination external,Culpeper,US-VA-Culpeper-CAS Inc.,,V0 Resignation unknown/Other,3/26/2017,163144,MKxxE Machining,PR,Male,1/1/1980,Temporary / Contingent
60004134,9/21/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,5/4/2017,V0 Resignation unknown/Other,4/28/2017,214-K061,XL3 Fuel Rail,,Male,11/24/1996,Production Associate
60004138,9/21/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,5/17/2017,V3 Accepted other employment,5/12/2017,214-K045,SCR,,Female,1/8/1989,Production Associate
60004140,9/14/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004143,6/6/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,6/16/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004147,7/11/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/15/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004149,12/13/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/18/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004150,12/13/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/2/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60004153,9/14/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/30/2017,54-1202,Prodn Line Cost Coll,GA,unknown,,Temporary / Contingent
60004156,6/13/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/1/2017,161157,Fin. Ably MK25E MOD6,,unknown,,Temporary / Contingent
60004157,9/23/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/15/2017,761175,EAS Production,PR,unknown,,
60004158,9/26/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,9/15/2017,761175,EAS Production,PR,unknown,,
60004161,10/3/2016,30 Termination,D.-Comm-Holding,US-MI-Dearborn-CAS,5/3/2017,T5 End of intership,4/28/2017,219-Q001,Operations,,Male,9/22/1991,Intern/Student Program - Non Technical
60004182,9/26/2016,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,9/1/2017,T5 End of intership,8/31/2017,205-P748,PES ABH Advanced Pur,,Male,3/28/1995,Intern/Student Program - Non Technical
60004187,9/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/15/2017,T5 End of intership,8/31/2017,12730,MV Gen Maint,,Male,5/16/1999,Intern/Student Program - Non Technical
60004190,9/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,1/25/2017,V0 Resignation unknown/Other,1/23/2017,54-4362,COM Recv / Frt / Dut,,Male,6/27/1996,Material Handler I
60004191,9/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,9/6/2017,V0 Resignation unknown/Other,8/30/2017,54-1202,Prodn Line Cost Coll,,Male,10/23/1997,Manufacturing Associate I
60004193,9/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,7/21/2017,V3 Accepted other employment,7/7/2017,54-4362,COM Recv / Frt / Dut,,Male,2/12/1974,Material Handler I
60004195,9/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,3/7/2017,I5 Excessive absenteeism,3/3/2017,54-1202,Prodn Line Cost Coll,,Female,6/16/1960,Manufacturing Associate I
60004197,9/21/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,3/30/2017,1862177,PRODUCTION ADMIN,PR,unknown,,Temporary / Contingent
60004200,5/24/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,6/20/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60004212,9/7/2016,32 Termination external,Barnsville,US-GA-Barnsville-CTNA Aldora,,V0 Resignation unknown/Other,4/25/2017,18390,AD Direct Cabling,PR,unknown,1/1/1980,Temporary / Contingent
60004218,9/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,3/15/2017,V5 Job abandonment,3/13/2017,12240,MV Pass/LT Curing,,Male,7/17/1994,Press Operator MVN-212
60004220,9/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2/28/2017,I4 Failed probation period,2/27/2017,12170,MV Tire Assembly PLT,,Male,1/26/1993,Tire Builder Operator MVN-222
60004221,9/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,3/28/2017,V3 Accepted other employment,3/24/2017,22060,MV CF Tire Assem PLT,,Male,3/27/1991,Truck Driver MVN-203
60004222,9/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2/14/2017,V3 Accepted other employment,2/12/2017,12170,MV Tire Assembly PLT,,Male,1/24/1995,Tire Builder Operator MVN-222
60004223,9/26/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/8/2017,V3 Accepted other employment,7/31/2017,22060,MV CF Tire Assem PLT,,Male,11/3/1960,Truck Driver MVN-203
60004226,9/27/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,10/1/2017,161162,MK25e Valves - SG,OP,unknown,,Temporary / Contingent
60004227,9/28/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V0 Resignation unknown/Other,4/9/2017,12270,MV Truck F.F.,PR,Male,3/21/1955,
60004229,9/23/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,4/5/2017,2301203030,BM Machine&Proctect,OP,unknown,1/1/1990,Temporary / Contingent
60004236,10/10/2016,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,6/23/2017,I3 Performance,6/23/2017,99637,HQ IT Local Operatio,,Female,10/31/1991,IT Technician III
